2022-04-28 16:28:13,855 |     INFO | Program starting in cluster-mode
2022-04-28 16:28:13,855 |     INFO | STARTING PROGRAM
2022-04-28 16:28:13,855 |     INFO | Selected parameters:
2022-04-28 16:28:13,855 |     INFO | {'name': 'cluster_50', 'name_time': 'cluster_50-28-04-2022-16-28-13', 'train': True, 'model': './models/models-autoencodergray-scale.pth', 'letters': ['alpha', 'beta', 'chi', 'delta', 'epsilon', 'eta', 'gamma', 'iota', 'kappa', 'lambda', 'mu', 'nu', 'omega', 'omicron', 'phi', 'pi', 'psi', 'rho', 'sigma', 'tau', 'theta', 'xi', 'ypsilon', 'zeta'], 'logging': 40, 'mode': 'cluster', 'epochs': 50, 'dimensions': 28, 'tqdm': False, 'processing': 'gray-scale', 'root': 'out/cluster_50-28-04-2022-16-28-13'}
2022-04-28 16:28:14,079 |     INFO | Network(
  (layer1): Sequential(
    (0): Conv2d(1, 16, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
    (1): BatchNorm2d(16, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): ReLU()
    (3): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
  )
  (layer2): Sequential(
    (0): Conv2d(16, 32, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
    (1): BatchNorm2d(32, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): ReLU()
    (3): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
  )
  (fc): Sequential(
    (0): Linear(in_features=1568, out_features=256, bias=True)
    (1): Dropout(p=0.2, inplace=False)
    (2): ReLU()
  )
  (out): Linear(in_features=256, out_features=5, bias=True)
)
2022-04-28 16:28:14,082 |     INFO | ConvAutoEncoder(
  (encoder): Sequential(
    (0): Conv2d(1, 16, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
    (1): BatchNorm2d(16, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): ReLU()
    (3): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
    (4): Conv2d(16, 32, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
    (5): BatchNorm2d(32, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (6): ReLU()
    (7): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
    (8): Conv2d(32, 4, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (9): BatchNorm2d(4, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (10): ReLU()
  )
  (decoder): Sequential(
    (0): Conv2d(4, 32, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (1): BatchNorm2d(32, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): ReLU()
    (3): Upsample(scale_factor=2.0, mode=nearest)
    (4): Conv2d(32, 16, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
    (5): BatchNorm2d(16, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (6): ReLU()
    (7): Upsample(scale_factor=2.0, mode=nearest)
    (8): Conv2d(16, 1, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
    (9): BatchNorm2d(1, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (10): Sigmoid()
  )
)
2022-04-28 16:29:13,964 |     INFO | Epoch=0 done.
2022-04-28 16:32:30,911 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:32:30,911 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:32:30,911 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:33:27,541 |     INFO | Epoch=4 done.
2022-04-28 16:33:28,955 |  WARNING | ./. already exists
2022-04-28 16:33:28,956 |  WARNING | ././out already exists
2022-04-28 16:33:28,956 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:33:28,956 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:33:28,956 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:33:32,668 |  WARNING | ./. already exists
2022-04-28 16:33:32,668 |  WARNING | ././out already exists
2022-04-28 16:33:32,668 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:33:32,668 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:33:32,668 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:34:29,277 |     INFO | Epoch=5 done.
2022-04-28 16:34:30,769 |  WARNING | ./. already exists
2022-04-28 16:34:30,769 |  WARNING | ././out already exists
2022-04-28 16:34:30,769 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:34:30,769 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:34:30,769 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:34:34,499 |  WARNING | ./. already exists
2022-04-28 16:34:34,499 |  WARNING | ././out already exists
2022-04-28 16:34:34,499 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:34:34,499 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:34:34,500 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:35:31,130 |     INFO | Epoch=6 done.
2022-04-28 16:35:32,570 |  WARNING | ./. already exists
2022-04-28 16:35:32,570 |  WARNING | ././out already exists
2022-04-28 16:35:32,570 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:35:32,570 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:35:32,570 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:35:36,290 |  WARNING | ./. already exists
2022-04-28 16:35:36,290 |  WARNING | ././out already exists
2022-04-28 16:35:36,290 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:35:36,291 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:35:36,291 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:36:32,880 |     INFO | Epoch=7 done.
2022-04-28 16:36:34,290 |  WARNING | ./. already exists
2022-04-28 16:36:34,290 |  WARNING | ././out already exists
2022-04-28 16:36:34,290 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:36:34,290 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:36:34,290 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:36:38,033 |  WARNING | ./. already exists
2022-04-28 16:36:38,034 |  WARNING | ././out already exists
2022-04-28 16:36:38,034 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:36:38,034 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:36:38,034 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:37:34,753 |     INFO | Epoch=8 done.
2022-04-28 16:37:36,291 |  WARNING | ./. already exists
2022-04-28 16:37:36,291 |  WARNING | ././out already exists
2022-04-28 16:37:36,291 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:37:36,291 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:37:36,291 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:37:39,979 |  WARNING | ./. already exists
2022-04-28 16:37:39,979 |  WARNING | ././out already exists
2022-04-28 16:37:39,979 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:37:39,979 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:37:39,979 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:38:36,672 |     INFO | Epoch=9 done.
2022-04-28 16:38:38,214 |  WARNING | ./. already exists
2022-04-28 16:38:38,214 |  WARNING | ././out already exists
2022-04-28 16:38:38,214 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:38:38,215 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:38:38,215 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:38:41,923 |  WARNING | ./. already exists
2022-04-28 16:38:41,924 |  WARNING | ././out already exists
2022-04-28 16:38:41,924 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:38:41,924 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:38:41,924 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:39:38,562 |     INFO | Epoch=10 done.
2022-04-28 16:39:40,080 |  WARNING | ./. already exists
2022-04-28 16:39:40,081 |  WARNING | ././out already exists
2022-04-28 16:39:40,081 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:39:40,081 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:39:40,081 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:39:43,782 |  WARNING | ./. already exists
2022-04-28 16:39:43,782 |  WARNING | ././out already exists
2022-04-28 16:39:43,782 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:39:43,782 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:39:43,782 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:40:40,592 |     INFO | Epoch=11 done.
2022-04-28 16:40:42,100 |  WARNING | ./. already exists
2022-04-28 16:40:42,100 |  WARNING | ././out already exists
2022-04-28 16:40:42,100 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:40:42,100 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:40:42,101 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:40:45,830 |  WARNING | ./. already exists
2022-04-28 16:40:45,830 |  WARNING | ././out already exists
2022-04-28 16:40:45,831 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:40:45,831 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:40:45,831 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:41:42,607 |     INFO | Epoch=12 done.
2022-04-28 16:41:44,112 |  WARNING | ./. already exists
2022-04-28 16:41:44,113 |  WARNING | ././out already exists
2022-04-28 16:41:44,113 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:41:44,113 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:41:44,113 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:41:47,862 |  WARNING | ./. already exists
2022-04-28 16:41:47,862 |  WARNING | ././out already exists
2022-04-28 16:41:47,862 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:41:47,863 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:41:47,863 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:42:44,816 |     INFO | Epoch=13 done.
2022-04-28 16:42:46,325 |  WARNING | ./. already exists
2022-04-28 16:42:46,325 |  WARNING | ././out already exists
2022-04-28 16:42:46,325 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:42:46,326 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:42:46,326 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:42:50,063 |  WARNING | ./. already exists
2022-04-28 16:42:50,064 |  WARNING | ././out already exists
2022-04-28 16:42:50,064 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:42:50,064 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:42:50,064 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:43:46,947 |     INFO | Epoch=14 done.
2022-04-28 16:43:48,341 |  WARNING | ./. already exists
2022-04-28 16:43:48,341 |  WARNING | ././out already exists
2022-04-28 16:43:48,342 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:43:48,342 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:43:48,342 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:43:52,072 |  WARNING | ./. already exists
2022-04-28 16:43:52,072 |  WARNING | ././out already exists
2022-04-28 16:43:52,072 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:43:52,072 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:43:52,072 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:44:48,793 |     INFO | Epoch=15 done.
2022-04-28 16:44:50,325 |  WARNING | ./. already exists
2022-04-28 16:44:50,326 |  WARNING | ././out already exists
2022-04-28 16:44:50,326 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:44:50,326 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:44:50,326 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:44:54,070 |  WARNING | ./. already exists
2022-04-28 16:44:54,071 |  WARNING | ././out already exists
2022-04-28 16:44:54,071 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:44:54,071 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:44:54,071 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:45:50,921 |     INFO | Epoch=16 done.
2022-04-28 16:45:52,441 |  WARNING | ./. already exists
2022-04-28 16:45:52,441 |  WARNING | ././out already exists
2022-04-28 16:45:52,441 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:45:52,441 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:45:52,441 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:45:56,178 |  WARNING | ./. already exists
2022-04-28 16:45:56,179 |  WARNING | ././out already exists
2022-04-28 16:45:56,179 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:45:56,179 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:45:56,179 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:46:53,029 |     INFO | Epoch=17 done.
2022-04-28 16:46:54,548 |  WARNING | ./. already exists
2022-04-28 16:46:54,548 |  WARNING | ././out already exists
2022-04-28 16:46:54,548 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:46:54,548 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:46:54,549 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:46:58,324 |  WARNING | ./. already exists
2022-04-28 16:46:58,325 |  WARNING | ././out already exists
2022-04-28 16:46:58,325 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:46:58,325 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:46:58,325 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:47:55,097 |     INFO | Epoch=18 done.
2022-04-28 16:47:56,612 |  WARNING | ./. already exists
2022-04-28 16:47:56,612 |  WARNING | ././out already exists
2022-04-28 16:47:56,612 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:47:56,612 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:47:56,613 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:48:00,153 |  WARNING | ./. already exists
2022-04-28 16:48:00,154 |  WARNING | ././out already exists
2022-04-28 16:48:00,154 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:48:00,154 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:48:00,154 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:48:57,247 |     INFO | Epoch=19 done.
2022-04-28 16:48:58,672 |  WARNING | ./. already exists
2022-04-28 16:48:58,672 |  WARNING | ././out already exists
2022-04-28 16:48:58,672 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:48:58,672 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:48:58,672 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:49:02,217 |  WARNING | ./. already exists
2022-04-28 16:49:02,217 |  WARNING | ././out already exists
2022-04-28 16:49:02,217 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:49:02,217 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:49:02,217 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:49:59,519 |     INFO | Epoch=20 done.
2022-04-28 16:50:01,038 |  WARNING | ./. already exists
2022-04-28 16:50:01,039 |  WARNING | ././out already exists
2022-04-28 16:50:01,039 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:50:01,039 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:50:01,039 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:50:04,590 |  WARNING | ./. already exists
2022-04-28 16:50:04,590 |  WARNING | ././out already exists
2022-04-28 16:50:04,590 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:50:04,590 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:50:04,590 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:51:01,788 |     INFO | Epoch=21 done.
2022-04-28 16:51:03,325 |  WARNING | ./. already exists
2022-04-28 16:51:03,326 |  WARNING | ././out already exists
2022-04-28 16:51:03,326 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:51:03,326 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:51:03,326 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:51:06,876 |  WARNING | ./. already exists
2022-04-28 16:51:06,876 |  WARNING | ././out already exists
2022-04-28 16:51:06,876 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:51:06,876 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:51:06,876 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:52:04,072 |     INFO | Epoch=22 done.
2022-04-28 16:52:05,605 |  WARNING | ./. already exists
2022-04-28 16:52:05,605 |  WARNING | ././out already exists
2022-04-28 16:52:05,605 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:52:05,605 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:52:05,606 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:52:09,129 |  WARNING | ./. already exists
